Restaurant Name,Category,Rating,Cost for two,Area,Locality,Address,Veg,Long Distance Delivery
CHAMPARAN MEAT HOUSE BASAHI,"Indian,North Indian,Fast Food",2.5,350,Nadesar,Nadesar,"SH,3/3K-2K, NAWALPUR BASAHI,  VARANASI UTTAR PRADESH-221002,  Shivpur, Nagar Nigam Food Safety Zone-1,  Varanasi, Uttar Pradesh - 221002",False,1
Go Pizza,"Pizzas,Continental,Fast Food",2.2,400,IIT,IIT,Hydarabad Gate BHU VARANASI  - 221011,False,1
TANDOORI GALI,"North Indian,Chinese,Biryani",NA,250,Nadesar,Nadesar,"SH,3/3K-2K, NAWALPUR BASAHI,  VARANASI UTTAR PRADESH-221002,  Shivpur, Nagar Nigam Food Safety Zone-1,  Varanasi, Uttar Pradesh - 221002",False,1
Wow  Pizza  and  Burger  Restaurant,"Pizzas,Italian,Beverages,Chinese,Fast Food",2.4,200,Karaundi,IIT,"Susuwahi, HydrabadGate Bhu, Varanasi, - 221005",False,1
Wow Burger and Pizza,"Pizzas,Snacks",2.5,300,Karaundi,IIT,"Susuwahi, Hadrabad Gate BHU Varanasi-221011 (UP), District - Varanasi, STATE - Uttar Pradesh",False,1
BBC Hotel & Restaurant,"North Indian,South Indian,Chinese,Snacks",3.5,250,Lanka,Lanka,"Near BHU, Lanka, Varanasi",True,1
HIGHWAY INN BUDDHA RESTAURANT,"Indian,Chinese,South Indian,North Indian",3.7,200,Asapur,Ashapur,"Hanuman Nagar, Ashapur, Sarnath",False,1
Namah Pahuna Kitchen,"Indian,Chinese,North Indian,South Indian",4.0,250,Karaundi,IIT,"Sri Ram Complex Hyderabad Gate,Nasiripur,Varanasi",False,1
Dhosa Corner,"Indian,South Indian,Chinese,Continental,Juices",3.3,300,Nadesar,Nadesar,"SAI PLAZA, CITI MEGA MART, CHANDMARI, VARANASI",False,1
ROLLS ROYSE,"Indian,Fast Food,Snacks",NA,250,IIT,IIT,"late hari prasad patel mohanpuri nasirpur. Varanasi (CB), Varanasi Tahsil, Varanasi, Uttar Pradesh-221011",False,1
PIZZA PIZZA,"Pizzas,Italian,Fast Food,Combo",NA,250,Basahi,Nadesar,"SH,3/3K-2K, NAWALPUR BASAHI,  VARANASI UTTAR PRADESH-221002,  Shivpur, Nagar Nigam Food Safety Zone-1,  Varanasi, Uttar Pradesh - 221002",False,1
SIYA FAST FOOD,"North Indian,Continental,Biryani",NA,250,Nadesar,Nadesar,"SH,3/3K-2K, NAWALPUR BASAHI,  VARANASI UTTAR PRADESH-221002,  Shivpur, Nagar Nigam Food Safety Zone-1,  Varanasi, Uttar Pradesh - 221002",False,1
THE PIZZA,"Pizzas,Italian,Combo,Fast Food,Desserts",NA,300,Nadesar,Nadesar,"SH,3/3K-2K, NAWALPUR BASAHI,  VARANASI UTTAR PRADESH-221002,  Shivpur, Nagar Nigam Food Safety Zone-1,  Varanasi, Uttar Pradesh - 221002",False,1
KESHAR RASOI FAMILY RESATAURANT,"Chinese,Fast Food,South Indian,Indian",NA,250,Nadesar,Nadesar,"L-20 VDA COLONY CHANDMARI SAI PLAZA ,CITI MEGA MART LAMHI, LAMHI VARANASI TAHSIL VARANASI UTTAR PRADESH-221007",False,1
Sanskriti foods,Snacks,NA,90,Nadesar,Nadesar,"Rasool garh, Saranath , Varanasi, Uttar Pradesh, India",True,1
BIRYANI EXPRESS,"Biryani,North Indian,Combo",NA,300,IIT,IIT,"Arazi no. 926/2, susuwahi, varanasi,  UP-221005, Susuwahi (CT), Varanasi Tahsil,  Varanasi, Uttar Pradesh - 221005",False,1
THE NEW BIRYANI MAHAL,"Biryani,Thalis,Indian",NA,200,IIT,IIT,"Arazi no. 926/2, susuwahi, varanasi,  UP-221005, Susuwahi (CT), Varanasi Tahsil,  Varanasi, Uttar Pradesh - 221005",False,1
The	Modanwal Bakers,"Bakery,Chaat",NA,200,Shivpur,Babatpur,"Shivpur Railway Crossing, Nagar Nigam Food Safety Zone-1, Varanasi (Uttar Pradesh), - 221003",True,1
Pizza Halt,"Pizzas,Italian,Beverages",NA,150,sarnath,Nadesar,arazi no 153/3 mawaiya sarnath varanasi 221007 india,True,1
HOTEL SHIV RUDRAKSH RESORTS,"North Indian,Chinese,Snacks,Beverages",NA,250,IIT,IIT,"N-1/66 F-3-4-A-1, NAGWA, LANKA, VARANASI ,  Nagar Nigam Food Safety Zone-16, Varanasi,  Uttar Pradesh-221005",True,1
YUMMY THALI,North Indian,NA,200,Lanka,Lanka,"bhagwanpur, Lanka varanasi, Koniyan, Nagar Nigam Food Safety Zone-5, Varanasi, Uttar Pradesh - 221005",False,1
Food Plaza,"North Indian,Chinese,Continental",NA,400,Babatpur,Babatpur,Sh-25/11 k-1 mohalla sudhdhipur shivpur varanasi-221002,False,1
UP-65,"North Indian,Chinese",3.4,350,Sarnath,Sarnath,"25, Rishpattan Road, Mavaiya, Sarnath, Varanasi",False,1
CHINA TOWN,Chinese,NA,200,Nadesar,Nadesar,"Aktha Bela Road, Near Janaki Vatika Lawn,  Varanasi, Soyepur, Varanasi Tahsil,  Varanasi, Uttar Pradesh - 221007",False,1
The Biryani Mahal 2,"Biryani,North Indian,Chinese",NA,250,Lanka,Lanka,"Bhagwanpur, Near Sant Sarvandas Guest House, P.O. BHU, Bhagwanpur, Varanasi, Uttar Pradesh 221005, India",False,1
SHAAKYA MULTICUISINE FAMILY RESTAURANT,"Indian,Chinese,Tandoor",3.8,250,Nadesar,Nadesar,"SA-14/98-S-8 Rishpattan Rd Shaakya Sarnath, Ganj, Varanasi, Uttar Pradesh 221007, India",False,1
HYDERABADI TADKA,"Pizzas,Snacks,Chinese,Biryani",NA,250,Lanka Varanasi ,Lanka Varanasi,"NARAYANPUR DAFI, SUSUWAHI, VARANASI SUSUWAHI (CT) VARANASI TAHSIL, VARANASI UTTAR PRADESH-221011",False,1
College Corner Chinese,"Chinese,Indian",NA,200,Chandmari,"Bada Lalpur,  Chandmari","Deen Dayal Hast Kala Sankul, Bada Lalpur,  Chandmari, Varanasi -221003",False,1
PRO PIZZA,"Pizzas,Snacks,Pastas,Burgers",NA,250,Naranpur dafi,Naranpur dafi,"Naranpur dafi, susuwahi, Varanasi, Uttar Pradesh -221011",False,1
New Bindass Restaurant,North Indian,NA,200,Awaleshpur,IIT,"Vill.	Nuaw, Post-	Naipura,	P .S-	Lanka,	Varanasi",False,1
The Star Bakery,Bakery,NA,200,IIT,IIT,"7X3W+43J, Seer Govardhanpur, Sear Govardhan Dafi, Uttar Pradesh 221011, India",True,1
The Live Bakery,Bakery,NA,200,IIT,IIT,"7X3W+43J, Seer Govardhanpur, Sear Govardhan Dafi, Uttar Pradesh 221011, India",True,1
GO GREEN BAKERY,Bakery,NA,200,IIT,IIT,"7X3W+43J, Seer Govardhanpur, Sear Govardhan Dafi, Uttar Pradesh 221011, India",True,1
Fresh Cake,Bakery,NA,200,IIT,IIT,"7X3W+43J, Seer Govardhanpur, Sear Govardhan Dafi, Uttar Pradesh 221011, India",True,1
Ram Bakery,Bakery,NA,200,IIT,IIT,"7X3W+43J, Seer Govardhanpur, Sear Govardhan Dafi, Uttar Pradesh 221011, India",False,1
